id;river_km_id;datetime;water_perc;ice_perc;other_perc;cloud_perc;nd_perc;qc;source
74;117263;2022-06-09T18:51:39;97;3;0;0;0;2;Sentinel-1 Sentinel-2
75;117263;2022-06-11T18:35:08;98;2;0;0;0;2;Sentinel-1 Sentinel-2
76;117263;2022-06-14T18:59:46;96;4;0;0;0;2;Sentinel-1 Sentinel-2
77;117263;2022-06-15T12:54:24;11;50;13;26;0;0;Sentinel-2
78;117263;2022-06-16T18:43:27;99;1;0;0;0;2;Sentinel-1 Sentinel-2
79;117263;2022-06-21T07:34:24;96;4;0;0;0;2;Sentinel-1
80;117263;2022-06-22T13:33:57;13;10;2;74;1;0;Sentinel-2
81;117263;2022-06-23T18:35:09;97;3;0;0;0;2;Sentinel-1 Sentinel-2
82;117263;2022-06-26T18:59:47;97;3;0;0;0;2;Sentinel-1 Sentinel-2
83;117263;2022-06-28T18:43:27;97;2;0;0;1;2;Sentinel-1 Sentinel-2
84;117263;2022-07-02T13:33:46;0;0;0;99;1;0;Sentinel-2
85;117263;2022-07-03T07:34:24;99;1;0;0;0;2;Sentinel-1
86;117263;2022-07-05T18:35:09;97;2;0;0;1;1;Sentinel-1 Sentinel-2
87;117263;2022-07-07T12:44:17;12;0;3;85;0;0;Sentinel-2
88;117263;2022-07-08T18:59:47;93;6;0;0;1;2;Sentinel-1 Sentinel-2
89;117263;2022-07-10T18:43:27;99;1;0;0;0;2;Sentinel-1 Sentinel-2
90;117263;2022-07-13T13:04:15;30;0;0;70;0;0;Sentinel-2
91;117263;2022-07-15T18:51:41;99;1;0;0;0;2;Sentinel-1 Sentinel-2
92;117263;2022-07-17T18:35:09;98;1;0;0;1;2;Sentinel-1 Sentinel-2
93;117263;2022-07-18T13:03:58;0;0;0;100;0;0;Sentinel-1 Sentinel-2
94;117263;2022-07-20T18:59:48;98;1;0;0;1;2;Sentinel-1 Sentinel-2
95;117263;2022-07-22T18:43:29;99;1;0;0;0;2;Sentinel-1 Sentinel-2
96;117263;2022-07-23T13:04:15;86;0;0;13;1;0;Sentinel-2
97;117263;2022-07-27T07:34:26;98;1;0;0;1;2;Sentinel-1
98;117263;2022-07-28T13:04:20;0;0;0;99;1;0;Sentinel-2
99;117263;2022-07-29T18:35:11;98;1;0;0;1;2;Sentinel-1 Sentinel-2
100;117263;2022-08-01T18:59:48;95;5;0;0;0;2;Sentinel-1 Sentinel-2
101;117263;2022-08-03T18:43:29;98;1;0;0;1;2;Sentinel-1 Sentinel-2
102;117263;2022-08-08T18:51:42;98;1;0;0;1;2;Sentinel-1 Sentinel-2
103;117263;2022-08-09T12:53:53;79;0;1;21;-1;0;Sentinel-2
104;117263;2022-08-10T18:35:12;98;2;0;0;0;2;Sentinel-1 Sentinel-2
105;117263;2022-08-11T13:33:56;0;0;0;99;1;0;Sentinel-1 Sentinel-2
106;117263;2022-08-13T18:59:50;97;2;0;0;1;2;Sentinel-1 Sentinel-2
107;117263;2022-08-15T18:43:30;99;1;0;0;0;2;Sentinel-1 Sentinel-2
108;117263;2022-08-16T13:34:05;64;0;0;36;0;0;Sentinel-2
109;117263;2022-08-20T18:51:42;99;1;0;0;0;2;Sentinel-1 Sentinel-2
