id;geometry;basin_name;eu_hydro_id;object_nam;area;river_km
117263;MULTIPOLYGON(((3090294.0341 4900039.7489,3090365.7954 4899991.2045,3090478.9259 4899849.9994,3090495.4623 4899787.1607,3090498.7696 4899674.7126,3090518.6134 4899605.2593,3090554.9937 4899555.6498,3090597.9886 4899479.582,3090657.52 4899406.8214,3090710.4367 4899360.5192,3090776.5827 4899284.4514,3090819.5776 4899224.92,3090839.4214 4899158.774,3090875.8016 4899039.7113,3090905.5673 4898983.4872,3090951.8695 4898910.7267,3090991.5571 4898828.0442,3091004.7863 4898748.669,3091001.479 4898656.0647,3091001.479 4898563.4603,3090981.6352 4898484.0852,3090961.7914 4898424.5538,3090958.4841 4898378.2516,3090984.9425 4898335.2568,3090994.8644 4898285.6473,3090981.6352 4898199.6575,3090971.7133 4898143.4335,3090983.7838 4898046.8692,3090977.7214 4897995.7718,3090991.8911 4897903.6689,3091066.282 4897811.5659,3091055.6547 4897747.8023,3091037.9426 4897648.6145,3090998.976 4897556.5116,3090910.4154 4897517.5449,3090860.8215 4897439.6117,3090853.7367 4897361.6784,3090882.0761 4897287.2876,3090889.1609 4897227.0664,3090860.8215 4897181.0149,3090811.2276 4897106.6241,3090765.1762 4897039.3181,3090676.6156 4896852.4553,3090499.4946 4896703.6737,3090329.4583 4896632.8252,3090159.4221 4896597.401,3089975.2162 4896604.4859,3089734.3316 4896639.9101,3089387.1743 4896739.0979,3089139.2048 4896880.7947,3088884.1505 4896972.8977,3088636.181 4897135.849,3088594.2786 4897168.4397,3088487.9323 4897197.5461,3088451.552 4897197.5461,3088408.5571 4897260.3848,3088375.4841 4897352.9892,3088325.8567 4897423.6129,3088204.0056 4897511.3457,3088012.7148 4897589.279,3087826.4726 4897604.3438,3087783.4778 4897627.4949,3087737.1756 4897673.7971,3087704.1026 4897720.0993,3087664.415 4897789.5525,3087634.956 4897825.9431,3087552.2 4897844.3333,3087410.5032 4897886.8424,3087254.6367 4898000.1998,3087062.4867 4898123.5897,3086983.1116 4898222.8086,3086900.4291 4898378.2516,3086907.0437 4898447.7049,3086926.8875 4898490.6998,3086979.8043 4898540.3092,3086992.1865 4898555.168,3087007.8931 4898615.3766,3086999.6481 4898689.1377,3087002.9554 4898751.9763,3087026.1064 4898798.2785,3087062.4867 4898854.5026,3087107.9043 4898919.1411,3087127.1095 4898999.1626,3087056.7766 4899216.5553,3086996.3408 4899257.993,3086973.1897 4899310.9097,3086953.3459 4899383.6703,3086959.9605 4899479.582,3087032.6596 4899585.2398,3087108.5223 4899709.0158,3087212.0805 4899854.4391,3087333.7784 4899985.3952,3087481.3516 4900053.033,3087708.0666 4900180.5602,3087970.2058 4900350.5964,3088218.1753 4900456.869,3088345.7024 4900485.2084,3088487.3993 4900492.2932,3088607.8416 4900520.6326,3088884.1505 4900478.1235,3089195.8835 4900386.0206,3089564.2953 4900316.0578,3089883.1133 4900195.6154,3090294.0341 4900039.7489)));Iceland;None;Öskjuvatn;11776296.22;None
