id;geometry;basin_name;eu_hydro_id;object_nam;area;river_km
112865;MULTIPOLYGON(((2890558.0226 4897784.0096,2890586.4049 4897781.6449,2890638.848 4897797.1544,2890668.3998 4897784.8928,2890665.1908 4897754.5126,2890575 4897650,2890535.542 4897680.8812,2890466.3082 4897792.2737,2890412.4028 4897853.3441,2890410.2446 4897870.7794,2890431.687 4897892.1852,2890463.6414 4897889.9048,2890505.6879 4897831.1056,2890558.0226 4897784.0096)));Iceland;IW23002073;UNK;23537.20;None
